EnsemblID	U6475-ULDM	I6475-ILDM	I1793-ILDM	I6475-I1793	I6475-U6475	ILDM-ULDM	ULDMA_1	ULDMA_2	ULDMA_3	ULDMB_1	ULDMB_2	ULDMB_3	U6475A_1	U6475A_2	U6475A_3	U6475B_1	U6475B_2	U6475B_3	ILDMA_1	ILDMA_2	ILDMA_3	ILDMB_1	ILDMB_2	ILDMB_3	I6475A_1	I6475A_2	I6475A_3	I6475B_1	I6475B_2	I6475B_3	I1793A_1	I1793A_2	I1793A_3	I1793B_1	I1793B_2	I1793B_3	EnsembleIDversion	KaryotypeBand	ChromosomeScaffoldName	GeneStart	GeneEnd	GeneGCcontent	TranscriptCount	GeneType	GeneDescription	GeneStrand	GeneSymbol
ENSG00000124743	0	0	0	0	-1	-1	4.207411954	4.238623091	4.546757914	4.178692961	4.650450799	4.366396779	4.689154184	4.427946958	4.559080851	4.520912819	4.405031128	3.996332728	4.17012999	3.67014716	3.768264819	3.723917324	3.682737584	3.528475637	3.629613299	3.63990043	3.892529714	3.657367245	3.485710459	3.737022945	3.890056092	4.007082683	4.033205792	3.542583767	3.652523084	3.509915375	ENSG00000124743.5	p12.1	6	53512699	53530506	38.81	2	protein_coding	kelch-like family member 31 [Source:HGNC Symbol;Acc:21353]	-1	KLHL31
ENSG00000124767	0	0	0	0	-1	-1	11.08458185	11.08780099	10.98041884	11.18013118	11.10182941	10.96170729	10.63980924	10.76127617	10.71221772	10.87193021	11.0208696	10.69532507	9.791974826	9.903859597	9.806804204	9.808283013	9.845231221	9.867163149	9.640969905	9.98470979	9.746044082	9.908533035	10.04132505	9.765940261	9.705800548	9.750405355	9.835956185	9.933467584	9.791298993	9.752984584	ENSG00000124767.6	p21.2	6	38643701	38670917	39.8	2	protein_coding	glyoxalase I [Source:HGNC Symbol;Acc:4323]	-1	GLO1
ENSG00000124788	0	0	0	0	-1	-1	7.790513187	7.847782046	7.856748227	7.888353879	8.074406235	8.051119005	7.871020421	7.768174002	7.903317917	8.012295519	7.900298421	7.994038921	7.047359375	6.814156582	7.181864688	7.22174799	7.210635841	7.307901344	6.880806353	6.848674849	6.578365961	6.704757322	7.021217831	6.558476847	6.795763102	6.716357556	6.758550287	7.146926893	6.992768891	6.937940558	ENSG00000124788.13	p22.3	6	16299343	16761722	41.86	10	protein_coding	ataxin 1 [Source:HGNC Symbol;Acc:10548]	-1	ATXN1
ENSG00000124875	0	0	0	0	-1	-1	4.824802547	4.256179558	5.165204899	3.610805205	3.580261511	4.388386132	4.978388558	4.199068212	4.108614929	4.094142803	3.816662922	3.442896264	3.670698071	3.794460954	3.775995549	3.9816514	4.008846954	3.79609308	3.592076625	3.9120811	3.549929669	3.662622576	4.283560327	3.771338625	3.4516008	3.633330306	3.68590832	4.148980663	3.895569835	3.812536972	ENSG00000124875.5	q13.3	4	74702214	74714781	37.18	3	protein_coding	chemokine (C-X-C motif) ligand 6 [Source:HGNC Symbol;Acc:10643]	1	CXCL6
ENSG00000124915	0	0	0	0	-1	0	4.130402371	4.065791469	4.105833166	4.001432951	3.794046478	4.068330283	4.180650584	3.894016848	4.341360574	4.26801874	3.786982992	4.335853673	3.904793374	3.805531639	3.71477553	4.074211378	3.755127663	4.114007226	3.878104834	3.799397496	3.723859587	3.882144653	3.877466186	3.841795371	3.640006993	4.117670496	4.000916439	4.026947077	3.746364863	3.845319478	ENSG00000124915.6	q12.2	11	61513965	61525127	59.28	3	lincRNA		-1	RP11-467L20.10
ENSG00000124920	0	0	0	0	-1	0	12.22667416	12.30813009	12.15453985	12.35252729	12.43325719	12.48925296	12.41984139	12.49368873	12.56746754	12.45153714	12.36973773	12.67031391	11.66668483	11.46835196	11.40063123	11.89682734	11.89049226	11.94000808	11.55638474	11.41495402	11.51276176	11.53556762	11.58409583	11.43467612	11.53606987	11.33438364	11.50631025	11.68569336	11.61409559	11.68358121	ENSG00000124920.9	q12.2	11	61520114	61555990	59.94	9	protein_coding	myelin regulatory factor [Source:HGNC Symbol;Acc:1181]	1	MYRF
ENSG00000124942	0	0	0	0	-1	-1	14.33570022	14.34278718	14.44717702	14.33398577	14.23974823	14.37653741	14.18148767	14.11427036	14.15683584	14.65298456	14.54534202	14.86184367	13.38813895	13.36125577	13.67976981	13.5026073	13.95392684	13.76597616	12.92631459	13.02958996	12.83822543	13.06686487	13.3582839	12.648123	12.88588772	13.02831756	12.96489817	13.63043575	13.02404012	12.94780607	ENSG00000124942.9	q12.3	11	62201016	62323707	50.05	8	protein_coding	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:347]	-1	AHNAK
ENSG00000125046	0	0	0	0	-1	-1	8.287825365	7.986362695	8.204511303	7.295900304	7.157868569	7.253664249	8.855787511	8.773692186	8.953148754	7.973545889	7.813977683	7.55484039	6.540748744	6.14414406	6.394808877	5.16104549	5.517631665	5.35949446	7.147348094	6.762374691	7.088346142	5.621323696	5.316215996	5.781078604	6.866110043	6.786091884	7.028060323	5.684591448	5.930988337	5.485686205	ENSG00000125046.10	p25.3	3	8661086	8786726	47.12	17	protein_coding	ssu-2 homolog (C. elegans) [Source:HGNC Symbol;Acc:24809]	-1	SSUH2
ENSG00000125170	0	0	0	0	-1	-1	11.55327482	11.57566434	11.58812937	11.56005811	11.45253751	11.53932717	11.63864245	11.68682334	11.6963842	11.71922039	11.73509803	11.55271664	10.58260378	10.54067014	10.58284978	10.53301008	10.60703425	10.70925809	10.7154562	10.86805385	10.72890614	10.54434473	10.62851281	10.40788859	10.67229819	10.53441919	10.8193763	10.63954851	10.52294967	10.5196579	ENSG00000125170.6	q21	16	57505863	57521239	58.45	18	protein_coding	docking protein 4 [Source:HGNC Symbol;Acc:19868]	-1	DOK4
ENSG00000125266	0	0	0	0	-1	-1	9.816942119	9.822006343	9.781412485	10.38925452	10.76957514	10.79148534	9.436639904	9.609888987	9.650422541	10.08247347	10.09401479	9.995895294	8.950012481	9.277498491	9.080183552	9.588562414	9.595762593	9.78024949	8.64652906	8.74734021	8.530141542	9.184729141	9.532754179	8.884999813	8.748316779	8.746168612	8.72797039	9.506532498	9.117822991	9.277305425	ENSG00000125266.6	q33.3	13	107142079	107187462	40.81	1	protein_coding	ephrin-B2 [Source:HGNC Symbol;Acc:3227]	-1	EFNB2
ENSG00000125347	0	0	0	0	-1	-1	10.42953762	10.42142228	10.44920632	10.53585273	10.55293478	10.5366931	10.35293947	10.46238756	10.50654458	10.59058832	10.54445613	10.5506826	9.619550099	9.407209539	9.396937094	9.608009981	9.717144188	9.694125128	9.493102503	9.663086081	9.545591064	9.372756639	9.525716723	9.267771303	9.607447425	9.517243456	9.616687198	9.546676573	9.425474686	9.340748426	ENSG00000125347.9	q31.1	5	131817301	131826490	53.85	10	protein_coding	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:6116]	-1	IRF1
ENSG00000125505	0	0	0	0	-1	0	11.74495373	11.83739729	11.82140905	11.69430121	11.7655134	11.84753019	11.74761083	11.82245089	11.75309773	12.00555809	12.13506116	11.97418207	11.29938384	11.2282264	11.36295622	11.20323454	11.22493611	11.27622393	11.31512833	11.3998531	11.23181243	11.09684365	11.08603971	11.15291436	11.48166761	11.52947458	11.42159185	11.14808442	11.19871985	11.33559474	ENSG00000125505.12	q13.42	19	54677107	54693733	55.06	14	protein_coding	membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:15505]	-1	MBOAT7
ENSG00000125508	0	0	0	0	-1	0	6.853125605	6.788385865	6.874902725	7.285042402	7.152742283	7.185436568	6.638255876	6.819587849	6.752923471	7.426838778	7.453271664	7.544446266	6.433036442	6.082712411	6.333725313	6.639190215	6.817433614	6.958963668	6.29537536	6.368818263	5.983409172	6.540843478	6.663344056	6.25460715	6.339414552	6.478762919	6.227922093	6.830818032	6.330861573	6.550789082	ENSG00000125508.3	q13.33	20	62172163	62178857	64.24	1	protein_coding	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:11298]	-1	SRMS
ENSG00000125520	0	0	0	0	-1	-1	9.16476392	9.261108697	9.204217429	9.369599035	9.304800625	9.232948559	9.453215592	9.292585024	9.274249713	9.48111108	9.596541663	9.57353011	8.808180151	8.238247684	8.575141804	8.280717334	8.357225571	8.247679908	8.654679716	9.004114245	8.72032591	8.308795927	8.217450374	8.252162002	8.75154116	8.951420255	8.795546839	8.466604832	8.466671001	8.354841161	ENSG00000125520.9	q13.33	20	62371214	62374858	69.47	8	protein_coding	SLC2A4 regulator [Source:HGNC Symbol;Acc:15930]	1	SLC2A4RG
ENSG00000125618	0	0	0	0	-1	-1	6.521953745	6.564989846	6.468630488	6.387515133	6.305493169	6.223846638	6.537353974	6.720032178	6.746082828	6.591122851	6.725685921	6.381993017	5.89150384	5.957844372	5.78435648	5.853092916	5.700339364	5.859844954	5.983480937	6.426436221	5.961024055	6.239884876	5.730484603	5.826442767	6.103216672	6.006224483	6.120110455	5.669463094	5.812526941	5.827527002	ENSG00000125618.12	q13	2	113973574	114036527	49.16	13	protein_coding	paired box 8 [Source:HGNC Symbol;Acc:8622]	-1	PAX8
ENSG00000125633	0	0	0	0	-1	0	9.894983055	9.768382346	9.732151003	9.54573365	9.512540364	9.379100754	9.943640855	10.01665181	10.11179386	9.508021821	9.271412057	9.599619096	9.381691773	9.186598141	9.005293127	8.924772938	8.934052064	9.018256744	9.26343688	9.076849751	9.306257633	8.850675412	8.85289704	9.056575579	9.118506268	8.909375033	9.112229163	8.800296419	8.90091069	8.916906395	ENSG00000125633.6	q14.1	2	118673054	118771709	42.78	9	protein_coding	coiled-coil domain containing 93 [Source:HGNC Symbol;Acc:25611]	-1	CCDC93
ENSG00000125637	0	0	0	0	-1	0	11.48095543	11.52896545	11.47721118	11.51831088	11.56201859	11.63240249	11.78372443	11.61441068	11.64818208	11.90709734	11.90403797	11.87959138	11.05601717	10.95875074	11.09251465	11.1691433	11.17617636	11.15336819	11.16865613	11.00192222	11.06003006	11.07726142	10.87105639	11.03182907	11.12616801	10.97520572	11.05086843	11.12052611	11.14092955	11.23283488	ENSG00000125637.11	q13	2	113914902	113966973	51.01	12	protein_coding	pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:19096]	1	PSD4
ENSG00000125648	0	0	0	0	-1	-1	11.88350482	12.00345331	12.06214769	11.61787757	11.62464596	11.78104718	11.91703375	11.7198212	11.74697733	12.2071611	12.35392144	12.23657286	10.89986541	10.75495953	11.08857046	10.53027593	10.53049596	10.77961493	10.73862771	10.9319654	10.62465043	10.18393342	10.29778437	10.18098293	10.97660908	11.42441395	11.03665725	10.48937854	10.35147668	10.44095405	ENSG00000125648.10	p13.3	19	6436090	6465214	52.6	14	protein_coding	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 [Source:HGNC Symbol;Acc:19375]	-1	SLC25A23
ENSG00000125657	0	0	0	0	-1	-1	8.990850687	9.03982657	8.905633689	9.278137121	9.361605947	9.323757731	8.992088553	9.11166601	9.297750088	9.121859027	9.210796226	8.980227536	7.840688327	7.884071219	7.803696008	7.993762733	8.144684569	8.014489134	7.868580239	7.843976931	8.022789237	8.124669087	8.253729165	7.898680541	7.983278921	7.962625583	7.729916566	8.127059095	8.060141984	8.083093955	ENSG00000125657.3	p13.3	19	6531010	6535931	59.2	1	protein_coding	tumor necrosis factor (ligand) superfamily, member 9 [Source:HGNC Symbol;Acc:11939]	1	TNFSF9
ENSG00000125730	0	0	0	0	-1	-1	8.56261027	8.432086805	8.776280429	7.410842726	7.559332545	7.736762172	8.29485943	7.824727359	8.115893959	7.766421915	7.72525727	7.041843909	7.115145239	6.674608862	7.458350623	6.820995177	7.042127492	6.720516568	6.851413438	6.813800565	6.939950928	6.476265453	6.942646877	6.251705618	6.501063048	6.469562378	6.73952745	6.677991832	6.362785775	6.484870588	ENSG00000125730.12	p13.3	19	6677715	6730573	51.26	18	protein_coding	complement component 3 [Source:HGNC Symbol;Acc:1318]	-1	C3
ENSG00000125733	0	0	0	0	-1	-1	10.73024236	10.65178464	10.56276208	10.82995758	11.02474946	10.86809775	10.90713387	11.12454283	11.12158933	10.55528027	10.56737582	10.70190253	9.870374038	9.76504898	9.618803807	9.851963766	9.880662148	9.787897773	10.08540638	9.913321027	10.00551734	9.662811221	9.978870413	9.548271692	9.898664905	9.477474126	10.07340609	9.61867597	9.634018082	9.719196153	ENSG00000125733.13	p13.3	19	6737936	6751537	54.02	13	protein_coding	thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:12304]	1	TRIP10
ENSG00000125772	0	0	0	0	-1	-1	8.905302213	8.912587867	8.759173067	9.098392347	8.979070166	8.896299686	8.879168084	9.101737474	9.152885622	9.0078923	9.140694653	8.719438936	7.880669919	7.978434874	7.814299182	7.693878018	7.609703531	7.733133586	8.022839726	8.143311964	8.352729904	7.790282698	7.70155521	7.552763843	7.960534011	7.548578092	7.912741471	7.552936533	7.578768213	7.614531767	ENSG00000125772.8	p12.3	20	5525085	5591672	39.24	6	protein_coding	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26957]	-1	GPCPD1
ENSG00000125775	0	0	0	0	-1	-1	12.3859131	12.38645467	12.30420305	12.23850994	12.26755879	12.28118603	12.317133	12.47259223	12.44307736	12.26925096	12.31607303	12.13621792	11.42171774	11.31502897	11.23580904	11.02905119	11.13729414	11.0878424	11.43748468	11.68876239	11.44772052	11.12630724	11.227271	11.04422056	11.26928417	10.93315116	11.45935017	11.09171528	10.99273189	11.03152177	ENSG00000125775.10	p13	20	1290619	1309883	50.49	5	protein_coding	syndecan binding protein (syntenin) 2 [Source:HGNC Symbol;Acc:15756]	-1	SDCBP2
ENSG00000125826	0	0	0	0	-1	-1	12.35211832	12.47161281	12.29067671	12.33290227	12.34847366	12.46532643	12.55074256	12.79837445	12.87837252	12.55826784	12.6643136	12.67224877	11.92325676	11.61465816	11.69480106	11.68524317	11.67437613	11.73927035	11.99910854	11.88708083	11.93617988	11.67201812	11.3953048	11.75387919	12.00467397	11.97223444	11.94097544	11.6434157	11.80677301	11.93416868	ENSG00000125826.15	p13	20	388142	411610	51.12	13	protein_coding	RanBP-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:15864]	1	RBCK1
ENSG00000125845	0	0	0	0	-1	-1	9.410872879	9.500447134	9.647356126	10.24761181	10.45948958	10.39323251	9.388494742	9.171039709	9.010766377	10.01408177	10.16405446	9.966036774	8.364293739	8.428303673	8.250396922	9.061559674	9.259112507	9.499809475	7.818342275	8.121939022	7.955387228	8.614232974	9.120871655	7.905372896	8.047360437	8.208434359	8.174294826	9.130592331	8.543131811	8.367829233	ENSG00000125845.6	p12.3	20	6748311	6760927	43.78	1	protein_coding	bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:1069]	1	BMP2
ENSG00000125871	0	0	0	0	-1	-1	7.506080399	7.425436641	7.305709671	7.28007058	7.327039091	7.238554963	7.528238755	7.623152329	7.648908175	7.136553554	7.182150489	7.13366934	6.86460542	6.967156434	6.564939895	6.592547511	6.401620868	6.500181059	6.885742186	6.964930084	6.958654775	6.562154279	6.38359085	6.589036989	6.758453062	6.677977214	6.675350554	6.482084027	6.286299425	6.461224016	ENSG00000125871.9	p11.23	20	17949556	17971765	42.82	5	protein_coding	mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:16205]	1	MGME1
ENSG00000125966	0	0	0	0	-1	-1	7.542334424	7.58414714	7.557632997	7.966059535	7.920825447	8.251047584	7.503888558	7.244897685	7.344732782	8.136442783	8.237177905	8.385670343	6.806862612	6.75786824	6.924887095	7.074605699	7.258365138	7.41589253	6.816313415	6.638520037	6.799742122	6.865801516	7.043559015	7.000822245	7.088858566	7.081671678	6.87634991	7.323151027	7.123122747	7.096149694	ENSG00000125966.8	q11.22	20	33814457	33864801	49.16	1	protein_coding	matrix metallopeptidase 24 (membrane-inserted) [Source:HGNC Symbol;Acc:7172]	1	MMP24
ENSG00000126005	0	0	0	0	-1	-1	9.977091438	10.10019564	10.03948329	9.582208232	9.612634445	9.794301161	10.21564909	10.05511045	10.10227917	10.02297807	10.12704096	9.962840318	9.437328899	9.223748178	9.301230325	9.115568298	9.081471432	9.028576697	9.486124446	9.659748262	9.456378236	9.25789293	9.118375021	9.196643884	9.593770714	9.71073357	9.594581288	9.071684898	9.22905101	9.343065541	ENSG00000126005.11	q11.22	20	33804265	33865934	48.58	10	antisense	MMP24 antisense RNA 1 [Source:HGNC Symbol;Acc:44421]	-1	MMP24-AS1
ENSG00000126351	0	0	0	0	-1	0	10.37715695	10.40528615	10.39304925	10.24253804	10.10740361	10.14837089	10.45986612	10.26013327	10.33493675	10.5760442	10.62195451	10.48446654	9.963315722	9.789218063	9.878979812	9.668303967	9.677651735	9.786246272	9.942456007	9.955540856	9.8421019	9.505712263	9.613557239	9.674771676	9.959936744	10.10507679	9.881515314	9.77899013	9.866319453	9.879443082	ENSG00000126351.8	q21.1	17	38214543	38250120	54.9	10	protein_coding	thyroid hormone receptor, alpha [Source:HGNC Symbol;Acc:11796]	1	THRA
ENSG00000126368	0	0	0	0	-1	-1	8.709149826	8.793982035	8.543023907	8.194567247	8.310925044	8.346994992	8.626777783	8.684603391	8.695984314	8.566614381	8.469499076	8.387121086	7.974424677	7.724253874	7.97358034	7.468611009	7.885602474	7.56504753	7.843283585	7.842611717	7.950567321	7.107626055	7.469300758	7.395494327	7.784870498	7.661670352	7.815416733	7.551670146	7.429973199	7.07875132	ENSG00000126368.5	q21.1	17	38249040	38256978	56.78	1	protein_coding	nuclear receptor subfamily 1, group D, member 1 [Source:HGNC Symbol;Acc:7962]	-1	NR1D1
ENSG00000126458	0	0	0	0	-1	-1	10.568026	10.62365817	10.68414724	10.32601112	10.43298914	10.40452649	10.6083683	10.58257722	10.6769907	10.74117323	10.76390599	10.69529544	9.844619942	9.525106048	9.789028369	9.282960811	9.359287853	9.472907654	9.779159148	9.772327477	9.698159928	9.407605162	9.31933583	9.386866858	9.918814875	9.813929601	9.827323252	9.393076134	9.185679043	9.399544585	ENSG00000126458.3	q13.33	19	50138549	50143458	59.1	2	protein_coding	related RAS viral (r-ras) oncogene homolog [Source:HGNC Symbol;Acc:10447]	-1	RRAS
ENSG00000126522	0	0	0	0	-1	0	10.7438316	10.91429166	10.84380117	10.53809487	10.5087919	10.61847422	10.82932386	10.8926937	10.91953081	10.95519682	10.95987913	11.09275256	10.6105448	10.37321594	10.57250153	10.09798582	10.1964355	10.22619526	10.49295263	10.3793131	10.45274541	10.16010329	9.947026517	10.25163976	10.28347815	10.21934056	10.33041429	10.11730066	10.0924321	10.13754491	ENSG00000126522.12	q11.21	7	65540785	65558545	54.6	10	protein_coding	argininosuccinate lyase [Source:HGNC Symbol;Acc:746]	1	ASL
ENSG00000126705	0	0	0	0	-1	0	10.89894876	10.96010226	10.893043	11.11266123	11.2207403	11.19915919	10.98446331	10.84420572	10.81234435	11.07568705	11.11340719	11.14763024	10.64130008	10.54754852	10.73789638	10.54838103	10.54468308	10.65450478	10.34852974	10.09734081	10.29435264	10.13436951	10.21423425	10.29091353	10.52301651	10.54747046	10.28246329	10.40477304	10.33068489	10.37874324	ENSG00000126705.9	p36.11	1	27860546	27930942	56.39	5	protein_coding	AT hook, DNA binding motif, containing 1 [Source:HGNC Symbol;Acc:25230]	-1	AHDC1
ENSG00000126777	0	0	0	0	-1	0	11.96049569	12.02363123	12.11468656	12.06651947	12.11877035	12.10850395	11.51304618	11.43855216	11.52044741	12.21615586	12.13421636	12.17641141	11.36952224	11.44242173	11.65175783	11.53810667	11.50870111	11.69407412	11.08795566	10.96457284	11.09301568	11.19974776	11.59808871	11.14529383	11.06780992	11.39937059	10.97531154	11.6623648	11.31181264	11.21279926	ENSG00000126777.13	q22.3	14	56025790	56168244	37.04	26	protein_coding	kinectin 1 (kinesin receptor) [Source:HGNC Symbol;Acc:6467]	1	KTN1
ENSG00000126870	0	0	0	0	-1	0	9.310269045	9.433348442	9.189911788	9.397817905	9.346583484	9.373970817	9.54696956	9.72349936	9.623878538	9.371177548	9.278236719	9.665929456	8.862133354	8.90768826	8.856099497	8.606101402	8.623689299	8.53391605	8.913078043	8.716560904	8.890490834	8.629012937	8.474166545	8.75032402	8.781230047	8.804947707	8.88884699	8.568308442	8.740809144	8.734745724	ENSG00000126870.11	q36.3	7	158649269	158749438	46.03	5	protein_coding	WD repeat domain 60 [Source:HGNC Symbol;Acc:21862]	1	WDR60
ENSG00000126903	0	0	0	0	-1	-1	8.560123701	8.571451718	8.506522541	8.542914308	8.654416726	8.830603258	8.72026101	8.588551039	8.585964643	8.853221361	8.930660548	8.661933118	8.04603644	7.712623536	7.917065571	8.042583546	8.023697698	8.010806721	7.866763735	8.237205217	8.17064459	7.79104916	7.877576496	7.755926354	8.023203415	8.05369318	8.175950079	8.025327894	8.004235985	8.052140735	ENSG00000126903.11	q28	X	153715645	153719016	60.79	5	protein_coding	solute carrier family 10, member 3 [Source:HGNC Symbol;Acc:22979]	-1	SLC10A3
ENSG00000126934	0	0	0	0	-1	0	12.66038785	12.74600969	12.94661498	12.36921914	12.34450159	12.38970805	12.97092551	12.69273891	12.68911026	12.97205284	13.02385394	13.06058663	12.48092585	12.19620127	12.52291568	11.79182567	11.7806339	11.90337338	12.40332545	12.44514686	12.48265972	11.83519881	11.64541714	11.99925864	12.56037618	12.592716	12.42176662	11.86005495	11.86388192	11.97478903	ENSG00000126934.9	p13.3	19	4090319	4124126	57.42	11	protein_coding	mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:6842]	-1	MAP2K2
ENSG00000127329	0	0	0	0	-1	0	8.337585068	8.258912512	8.291046503	8.1612982	8.600527072	8.320248769	8.435371624	8.416404762	8.620818336	8.213381858	8.237152851	8.461414002	7.88399434	7.945205831	7.784700325	7.48391009	7.622718301	7.756425104	7.673479842	7.457675705	7.433855197	7.874810185	7.611728283	8.018121179	7.522754735	7.373240655	7.349829467	7.751735178	7.849665968	7.822896312	ENSG00000127329.10	q15	12	70910630	71031220	39.81	12	protein_coding	protein tyrosine phosphatase, receptor type, B [Source:HGNC Symbol;Acc:9665]	-1	PTPRB
ENSG00000127452	0	0	0	0	-1	-1	9.077180657	9.163690344	9.072675529	9.034460094	8.745029724	8.931352098	9.11548813	9.398179399	9.360808627	9.037029966	9.017105861	8.9317948	8.298462773	8.272197726	8.172846335	8.113270826	8.163035682	7.948511747	8.456515858	8.406827849	8.403680975	8.079354171	8.001479987	8.272323196	8.466652239	8.100703563	8.390360498	7.898143537	8.087718323	8.127992008	ENSG00000127452.4	p13.2	19	9920943	9938492	50.56	13	protein_coding	F-box and leucine-rich repeat protein 12 [Source:HGNC Symbol;Acc:13611]	-1	FBXL12
ENSG00000127578	0	0	0	0	-1	0	4.919004263	5.122291535	5.22649811	5.133772795	4.901925472	4.993220556	5.533282626	5.307727281	5.521831325	5.206010699	5.174072342	5.332618949	4.966146444	4.980605891	4.841278464	4.643925754	4.586088711	4.575970962	5.062507599	4.663383162	4.944307247	4.934436435	4.463298542	4.795830983	5.02681578	5.158096031	4.954018301	4.676685465	4.456005887	4.784680324	ENSG00000127578.6	p13.3	16	679239	684116	66.97	2	protein_coding	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1 [Source:HGNC Symbol;Acc:30912]	1	WFIKKN1
ENSG00000127831	0	0	0	0	-1	-1	14.8394258	14.90932615	14.79003652	14.81766104	14.7318818	14.78847052	14.70434391	14.75177198	14.81033343	14.98996838	15.00949983	14.88221534	14.05172377	14.11367884	14.21692146	13.96164555	13.96425316	14.05849353	14.01941063	14.06857508	14.01751649	13.63531667	13.8842225	13.60077468	13.97263518	13.9706088	13.97023095	13.98806893	13.73700534	13.63454282	ENSG00000127831.6	q35	2	219283815	219318018	50.01	5	protein_coding	villin 1 [Source:HGNC Symbol;Acc:12690]	1	VIL1
ENSG00000127838	0	0	0	0	-1	-1	11.73662055	11.78856064	11.6630618	11.72053437	11.74579729	11.82741261	11.82358091	11.94264851	11.95365218	11.83478285	11.88979369	11.82194215	11.17710102	11.09500978	10.99186636	10.91699156	11.03156408	11.07804661	11.34875548	11.32993354	11.35014609	10.91899103	10.973882	10.91912777	11.26910513	10.99009638	11.36915459	10.91948304	10.84827301	10.9110959	ENSG00000127838.9	q35	2	219135115	219211516	51.32	8	protein_coding	paroxysmal nonkinesigenic dyskinesia [Source:HGNC Symbol;Acc:9153]	1	PNKD
ENSG00000127951	0	0	0	0	-1	-1	6.178898489	5.975115177	6.461435203	5.705444543	5.337461396	5.271193836	5.886382151	5.237134483	5.856736778	5.998294885	5.956562279	5.608696876	4.724784338	4.898830451	5.184734195	3.983273645	4.465033598	4.038680164	4.737434483	5.190229852	4.911701372	4.033855074	4.346507778	4.198061804	4.53045506	4.437173017	5.124145923	3.898553328	4.148765283	4.099379038	ENSG00000127951.5	q11.23	7	76822688	76829143	35.66	1	protein_coding	fibrinogen-like 2 [Source:HGNC Symbol;Acc:3696]	-1	FGL2
ENSG00000128016	0	0	0	0	-1	-1	11.0102642	11.11627992	10.8464211	11.0738338	11.26184399	11.20356842	11.27558916	11.5648784	11.46940769	11.02688038	11.00714101	10.99806129	9.841993042	9.68343877	9.532549859	9.673373876	9.761852568	9.754754933	10.01279378	10.11599923	9.985393573	9.474980682	9.413921943	9.522408227	9.770351666	9.500522792	10.03852688	9.404038815	9.525689411	9.459732178	ENSG00000128016.4	q13.2	19	39897453	39900052	59.08	5	protein_coding	ZFP36 ring finger protein [Source:HGNC Symbol;Acc:12862]	1	ZFP36
ENSG00000128039	0	0	0	0	-1	-1	8.562147291	8.850902428	9.028995471	8.826088642	9.156709492	9.179055704	8.586521796	8.601562467	8.328835783	8.946749559	8.911571332	8.798341229	7.959751682	7.898718219	8.095834254	8.422279733	8.514960609	8.667065981	7.482597886	7.957753792	7.609923893	8.17042263	8.689575789	7.72948441	7.679042161	7.907921945	7.670327869	8.584575467	8.188622639	8.043450893	ENSG00000128039.6	q12	4	56212276	56239263	44.77	3	protein_coding	steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:25812]	1	SRD5A3
ENSG00000128165	0	0	0	0	-1	-1	9.383518128	9.440199056	9.390392869	8.869198399	8.757187586	8.956364552	9.453791928	9.471593639	9.482213012	9.444098053	9.47883219	9.37290115	8.519235972	8.247175603	8.386340082	8.274908875	8.155315546	8.349745101	8.499755954	8.586831369	8.482465017	8.074928551	8.01320777	8.043444682	8.717622838	8.554851308	8.671191708	8.382119758	8.425018287	8.444940914	ENSG00000128165.7	q13.33	22	50919985	50924869	63.64	3	protein_coding	adrenomedullin 2 [Source:HGNC Symbol;Acc:28898]	1	ADM2
ENSG00000128242	0	0	0	0	-1	-1	11.00102621	11.1624922	10.94479484	10.93764349	10.94806842	10.96630683	11.03417767	11.26731957	11.23895443	10.84184786	11.12865801	10.80619191	9.578074735	9.238901088	9.322971961	9.068773103	9.414518906	9.356862348	9.518593563	9.665557142	9.485331555	9.276680226	9.188550167	9.04512659	9.599432224	9.358612522	9.783551035	9.038841882	8.966966143	9.081357986	ENSG00000128242.8	q12.2	22	30950622	30970574	53.55	23	protein_coding	galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:24240]	-1	GAL3ST1
