EnsemblID	U6475-ULDM4	I6475-ILDM4	I17938-ILDM4	I6475-I17938	ULDMA_1	ULDMA_2	ULDMA_3	ULDMB_1	ULDMB_2	ULDMB_3	U6475A_1	U6475A_2	U6475A_3	U6475B_1	U6475B_2	U6475B_3	ILDMA_1	ILDMA_2	ILDMA_3	ILDMB_1	ILDMB_2	ILDMB_3	I6475A_1	I6475A_2	I6475A_3	I6475B_1	I6475B_2	I6475B_3	I1793A_1	I1793A_2	I1793A_3	I1793B_1	I1793B_2	I1793B_3	EnsembleIDversion	KaryotypeBand	ChromosomeScaffoldName	GeneStart	GeneEnd	GeneGCcontent	TranscriptCount	GeneType	GeneDescription	GeneStrand	GeneSymbol
ENSG00000176928	0	-1	-1	0	7.92007796	7.97005519	7.932111668	7.948995612	7.918920405	8.009217033	7.655083705	7.400529312	7.409198814	8.001441008	8.227231619	8.084908673	6.601588063	7.054474529	7.169874045	6.668540728	6.799132158	6.957602189	6.123933559	6.227062188	5.925097765	6.311145552	6.625102051	6.462703741	5.700483856	6.18005834	6.083223796	6.721982446	6.34350677	6.341018857	ENSG00000176928.4	q13.3	5	74323289	74326724	38.59	1	protein_coding	glucosaminyl (N-acetyl) transferase 4, core 2 [Source:HGNC Symbol;Acc:17973]	-1	GCNT4
ENSG00000177076	0	-1	-1	0	10.64167528	10.73385151	10.78786828	10.53768301	10.58847303	10.69969924	10.34963201	10.18805	10.19269861	10.63299051	10.6747064	10.68837328	9.685783338	9.719594225	9.786594975	9.922080935	10.16589919	10.30492286	8.805916165	8.617560549	8.676209348	9.339097897	9.857526326	8.986307557	8.942475967	9.191876477	8.661896735	9.942633299	9.52667662	9.278936205	ENSG00000177076.4	p22.1	9	19408925	19452018	43.51	2	protein_coding	alkaline ceramidase 2 [Source:HGNC Symbol;Acc:23675]	1	ACER2
ENSG00000188211	0	-1	-1	0	7.082895099	7.091705956	7.194458287	6.766892115	6.794367287	6.78112967	7.166316097	6.707042437	7.023616679	7.62353545	7.366755422	7.684007272	6.845018014	6.816626952	6.915043388	5.886152005	6.495766877	6.155053293	6.057596525	5.748365374	5.938984454	5.769865824	5.626140653	6.056821615	6.067859461	5.943075888	5.886675816	5.988293998	5.832405317	5.991097252	ENSG00000188211.4	p15.1	11	17373273	17398888	44.5	2	protein_coding	natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:42400]	1	NCR3LG1
ENSG00000242366	0	-1	-1	0	6.605441229	6.870902183	6.668202917	7.076980299	7.07893495	7.294476864	6.279224099	5.90438392	5.82341333	6.816456786	7.304586604	6.758857282	5.708574095	6.301920993	6.503790722	5.667984432	5.857065464	6.007378012	5.060318381	5.405483581	5.149935275	5.203878517	5.945487327	5.513963422	4.929192069	5.812030206	5.224784129	6.081385765	5.660796518	5.411933082	ENSG00000242366.2	q37.1	2	234668894	234681945	42.47	1	protein_coding	UDP glucuronosyltransferase 1 family, polypeptide A1 [Source:HGNC Symbol;Acc:12530]	1	UGT1A1
ENSG00000242515	0	-1	-1	0	9.950240745	10.10621575	10.01520008	10.22959505	10.27852512	10.40759771	9.372548437	8.971979527	8.980770985	10.09391412	10.31852862	9.985609999	9.293425004	9.863791225	9.901232323	9.732052932	9.832721587	9.897517093	8.299520773	8.649636283	8.273654603	9.280006503	9.997926627	9.185174444	8.261378065	8.872680019	8.25566692	9.963184675	9.426297295	9.181063134	ENSG00000242515.1	q37.1	2	234545100	234681951	41.6	2	protein_coding	UDP glucuronosyltransferase 1 family, polypeptide A10 [Source:HGNC Symbol;Acc:12531]	1	UGT1A10
ENSG00000250889	0	-1	-1	0	4.87747426	4.816329499	5.027211783	4.970382485	4.845175493	4.824304876	4.661553738	4.562564362	4.93598633	5.11887816	5.205406927	5.090844194	4.183427065	4.267833706	4.351342215	4.284947866	4.127040162	4.612013722	3.9644586	4.097078869	3.64981174	3.937758918	4.246743698	3.981091804	4.134534151	4.16104169	4.002437756	4.006918494	3.98452196	3.825400925	ENSG00000250889.2	q13.3	5	74343544	74348668	46.54	2	lincRNA		-1	RP11-229C3.2
ENSG00000257594	0	-1	-1	0	4.758048072	5.205973363	4.831551579	5.337541744	5.37319832	5.58443286	4.722962383	4.38486247	4.267724256	4.764836913	5.276696119	5.148549345	4.704093032	4.892257971	5.184484786	5.127324059	5.251243636	5.357307348	4.182324551	4.005245144	4.081117449	4.303864235	5.100273039	4.32738468	4.190033028	3.98335759	4.309189759	5.265291397	4.62346413	4.785598404	ENSG00000257594.2	q21.33	12	89913185	89920039	44.99	2	protein_coding	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4) [Source:HGNC Symbol;Acc:4126]	-1	GALNT4
ENSG00000258897	0	-1	-1	0	4.698505611	4.982440272	4.895352267	5.715561155	5.613584976	5.722663869	4.406598099	4.591570266	4.651877508	5.61506063	5.70742661	5.205893497	3.897103913	3.591441674	3.786170986	4.016216713	4.116569637	4.685045776	3.639762981	3.436189366	3.496507128	3.699749411	3.971234746	3.719722951	3.461263775	3.503107825	3.47466822	4.133750023	3.923621043	3.746594377	ENSG00000258897.1	q13.1	14	34509303	34528506	42.57	1	antisense	EGLN3 antisense RNA 1 [Source:HGNC Symbol;Acc:49077]	1	EGLN3-AS1
ENSG00000136869	0	-1	-1	0	3.541134573	3.470583647	3.666461015	4.190092323	3.857808625	3.998916025	3.324275271	3.54845443	3.804881154	3.73278731	3.519886555	3.998753531	3.846034033	3.735587157	3.440570523	4.607536567	4.707243549	4.979087066	3.584974285	3.305238326	3.351483612	4.403088056	4.464162519	4.017299087	3.445779695	3.509051857	3.4057766	4.580544148	4.196664363	4.133539186	ENSG00000136869.13	q33.1	9	120466610	120479149	38.49	4	protein_coding	toll-like receptor 4 [Source:HGNC Symbol;Acc:11850]	1	TLR4
ENSG00000138759	0	-1	-1	0	8.07821577	8.190758963	8.233081496	7.574156457	7.890368545	7.949158078	7.997771728	7.793469695	8.041949188	8.010577901	7.760158779	8.116888593	8.703216606	8.736326464	9.181959054	9.050887281	9.199986377	9.200886066	8.159680836	8.056365939	8.116486859	8.220910965	8.841234229	7.97187143	8.13168697	8.071095464	7.867681862	8.862258701	8.340656583	8.019029772	ENSG00000138759.13	q21.21	4	78978724	79465423	39.75	9	protein_coding	Fraser syndrome 1 [Source:HGNC Symbol;Acc:19185]	1	FRAS1
ENSG00000150893	0	-1	-1	0	6.240405341	6.440337031	6.273383713	6.660792293	6.852252992	6.726512624	6.29285835	6.118209422	6.275870358	6.656017332	6.727137354	6.776914791	7.500282553	7.624137409	7.759855856	7.830964868	8.119085608	8.003559832	6.62767152	6.384877227	6.873361699	7.206181933	7.797293366	6.791711347	6.641775916	7.162829043	6.554865605	7.912858314	7.333505819	7.192358972	ENSG00000150893.9	q13.3	13	39261266	39460074	37.65	2	protein_coding	FRAS1 related extracellular matrix protein 2 [Source:HGNC Symbol;Acc:25396]	1	FREM2
ENSG00000183454	0	-1	-1	0	4.637605953	4.247365898	4.766436007	4.337953352	4.587535375	4.499102309	4.397194111	4.074069117	4.433568419	4.792319203	4.508735289	4.307055221	4.869975497	4.840883393	4.478108489	4.501290399	5.052004202	4.93106901	4.214936508	4.099522389	4.019942622	4.24571339	4.386076422	4.441166664	4.267072139	4.14650995	3.99482914	4.665552169	4.460745864	4.455569517	ENSG00000183454.9	p13.2	16	9852376	10276611	42.1	12	protein_coding	glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]	-1	GRIN2A
ENSG00000183778	0	-1	-1	0	9.763979316	9.824609738	9.944418325	9.800228197	9.953140807	9.92479653	9.450275901	9.427249239	9.448543653	9.890441318	9.923074188	9.990983012	9.575105493	9.79789861	9.92980886	10.09108818	10.24993625	10.34184645	8.896888506	8.78845897	8.665967112	9.409454192	9.937290258	9.075232065	8.902684725	9.39499211	8.741211594	9.939234004	9.513028169	9.375077461	ENSG00000183778.13	q22.2	21	40928369	41045064	44.29	5	protein_coding	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:920]	1	B3GALT5
ENSG00000187908	0	-1	-1	0	13.18345724	13.51067091	13.38632698	14.50332826	14.70486574	14.80416063	12.85819183	13.05126336	12.7443863	14.19578989	14.28885898	14.29666721	13.51918356	13.86246649	13.75313431	13.84830177	14.10017705	14.14456592	12.79948478	13.22766215	12.9064531	13.34287633	13.63871293	13.2602495	12.61927861	12.72159725	12.72157216	13.85087606	13.28063672	13.40666011	ENSG00000187908.11	q26.13	10	124320181	124403252	49.13	7	protein_coding	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:2926]	1	DMBT1
ENSG00000188163	0	-1	-1	0	4.101733486	3.929736749	4.382297782	4.046199745	4.004432026	4.120860012	3.891765843	4.33955255	4.416706193	4.068777568	3.797532026	4.077202062	4.879820489	4.963028893	5.060391144	4.571039692	4.508273159	4.51223278	3.809421851	3.685483628	3.862768445	4.061214051	4.331634591	4.123001723	3.941760471	3.90658486	3.976024662	4.159462352	3.980501629	3.941079311	ENSG00000188163.6	q34.3	9	140138036	140142222	60.35	4	protein_coding	family with sequence similarity 166, member A [Source:HGNC Symbol;Acc:33818]	-1	FAM166A
ENSG00000240891	0	-1	-1	0	5.474771274	5.528499771	5.55646353	5.533916771	6.129973989	6.073059896	5.046277315	5.167063798	5.13981054	5.669754692	5.513698956	5.841794044	5.792957184	5.726366026	6.287019459	5.901871133	6.064420904	6.043038115	5.442540659	4.92236009	5.33362818	5.586503898	5.688321317	5.75617151	5.422962136	5.583159406	5.0505542	5.809124644	5.508221262	5.426864267	ENSG00000240891.2	q13.2	3	111393523	111565294	39.37	5	protein_coding	phosphatidylinositol-specific phospholipase C, X domain containing 2 [Source:HGNC Symbol;Acc:26462]	1	PLCXD2
ENSG00000257315	0	-1	-1	0	6.166024857	6.158389054	6.216045691	6.140275613	6.453947172	6.501108072	6.417926371	5.557746263	5.996538639	6.376263975	6.294089538	6.852169947	6.455795072	6.092842185	6.231937936	6.710254551	6.533928152	6.477377467	5.795485062	5.320114378	5.125109334	6.167276105	6.466766775	6.293727385	5.577012727	5.599006794	5.565373451	6.4165376	6.194658501	5.944918671	ENSG00000257315.1	q32.1	1	203765437	203769686	41.18	1	protein_coding	zinc finger, BED-type containing 6 [Source:HGNC Symbol;Acc:33273]	1	ZBED6
ENSG00000257743	0	-1	-1	0	11.27462841	11.34154905	11.30247209	11.42277984	11.59074369	11.69513693	11.10853864	10.92043833	10.97262567	11.45707345	11.30526315	11.62801466	11.51326554	11.85877462	11.70434206	11.88335454	12.04143994	12.0967928	10.69248012	10.34455145	10.52426759	11.38529464	11.92362288	11.19345526	10.54456064	10.78593709	10.47438892	11.89955309	11.57364978	11.26172651	ENSG00000257743.4	q34	7	141811549	141922124	38.53	3	protein_coding	Putative inactive maltase-glucoamylase-like protein LOC93432  [Source:UniProtKB/Swiss-Prot;Acc:Q2M2H8]	1	RP11-1220K2.2
ENSG00000064651	0	-1	-1	0	9.44954965	9.341197559	9.881956031	9.254208995	9.419034932	9.598240436	9.346727616	8.864148081	8.748674786	9.400054878	9.135543245	9.265865111	11.72267176	11.86107082	12.19119317	12.97509685	12.88043286	13.12467061	10.9721906	10.82695073	10.94137433	11.83079402	12.74405828	11.31892545	10.95819297	11.64139275	10.78170061	12.80321562	12.08413113	11.57554279	ENSG00000064651.9	q23.3	5	127419458	127525380	35.24	7	protein_coding	solute carrier family 12 (sodium/potassium/chloride transporter), member 2 [Source:HGNC Symbol;Acc:10911]	1	SLC12A2
ENSG00000111335	0	-1	-1	0	4.794680468	5.083381091	5.340308073	4.464771719	4.75263235	4.554627526	4.662404567	4.781260413	4.647349418	4.532469104	4.557866564	4.848611879	5.544334061	6.060633891	6.160935468	5.427732317	7.004710113	5.66553711	5.349459126	5.436787481	5.457447728	5.483632566	5.263980437	5.506825319	5.40673884	5.413964021	5.223709935	5.346852499	5.422372029	5.011475311	ENSG00000111335.8	q24.13	12	113416200	113449528	43.81	6	protein_coding	2'-5'-oligoadenylate synthetase 2, 69/71kDa [Source:HGNC Symbol;Acc:8087]	1	OAS2
ENSG00000134250	0	-1	-1	0	8.111589033	8.225971963	8.537889799	8.220716687	8.448948848	8.619617387	8.013482305	7.800535344	7.890752069	8.329559909	8.322068409	8.611005067	9.091906305	9.169068515	9.419601709	10.6182722	10.62738252	10.69615661	8.226248272	8.25196372	8.196176806	9.640706104	10.44034785	8.740270795	8.300151239	8.92578808	8.249647162	10.41501273	9.676884177	9.065160988	ENSG00000134250.13	p11.2	1	120454176	120612240	39.74	6	protein_coding	notch 2 [Source:HGNC Symbol;Acc:7882]	-1	NOTCH2
ENSG00000198488	0	-1	-1	0	4.294835684	4.390172656	4.256719741	4.755523632	4.866375104	4.881342964	4.090945247	4.183474382	4.013823569	4.661908844	4.665963728	4.675593638	5.251566321	5.332279706	5.549186484	5.211763297	5.617076357	6.027214161	4.560939926	4.780208614	4.580407301	4.935148649	5.149104216	4.505675904	4.621826792	4.054246298	4.88292594	5.532234937	5.014052443	4.681991291	ENSG00000198488.6	q13.5	11	76745385	76753096	53.66	4	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase) [Source:HGNC Symbol;Acc:24141]	1	B3GNT6
ENSG00000214814	0	-1	-1	0	10.23088487	10.28719664	10.3805298	10.44507252	10.79206966	10.78061137	9.986145076	9.663640647	9.638589119	10.42337703	10.31799236	10.46340697	11.19271116	11.54775197	11.63908478	12.09471225	12.16102572	12.30123935	10.28247302	9.965243523	10.24032176	11.24194982	11.94828892	10.7804788	10.23335572	10.53114211	9.885660796	11.99167158	11.34968814	10.93462594	ENSG00000214814.2	q24.13	8	124864227	125132302	41.61	2	protein_coding	fer-1-like 6 (C. elegans) [Source:HGNC Symbol;Acc:28065]	1	FER1L6
ENSG00000115977	0	-1	0	-1	7.788013949	7.9402342	8.440069004	7.829093017	8.081408155	8.199030769	8.343086026	7.951164599	8.068226277	8.73794479	8.540636544	9.015863863	7.986261699	8.032284006	8.600993683	8.287104976	8.335771958	8.603044716	7.321156622	7.327180519	7.477784976	7.650065288	7.932998252	7.66868442	7.919010445	8.830043323	7.61911897	8.333688992	8.023669888	7.889725492	ENSG00000115977.14	p13.3	2	69688532	69901481	41.98	10	protein_coding	AP2 associated kinase 1 [Source:HGNC Symbol;Acc:19679]	-1	AAK1
ENSG00000001630	0	-1	0	0	7.570702526	7.959787637	7.940763048	8.151956388	8.424856464	8.405391772	7.039168198	6.87105586	6.420918778	8.010466015	8.406354994	8.273899028	7.209713548	7.544008161	7.353396034	7.474785989	7.718251365	7.717139376	6.174200075	6.313226493	6.299799274	6.836978821	7.589930149	7.314591084	6.633029472	6.607555863	6.155755801	7.873490354	7.30484719	7.319979766	ENSG00000001630.11	q21.2	7	91741465	91772266	39.91	5	protein_coding	cytochrome P450, family 51, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2649]	-1	CYP51A1
ENSG00000026559	0	-1	0	0	3.913388276	3.733054529	3.563415528	4.085383486	4.132463027	4.050005795	3.718123453	3.917755633	3.87178152	4.105931936	4.416523848	4.403913663	3.768772966	3.168053977	3.548455379	3.404768767	3.486027555	3.382784386	3.191521117	3.206605833	3.200652308	3.265360004	3.277634235	3.444983748	3.234264344	3.705033129	3.306775946	3.401616998	3.578406629	3.560933344	ENSG00000026559.9	q13.13	20	49620193	49639666	52.21	7	protein_coding	potassium voltage-gated channel, subfamily G, member 1 [Source:HGNC Symbol;Acc:6248]	-1	KCNG1
ENSG00000053438	0	-1	0	0	5.6155355	5.543154497	5.236764978	5.464503277	5.401244526	5.629576658	6.30079325	5.733025993	5.855790119	5.650539662	5.408283868	6.360345456	5.035995793	4.911882705	4.676495812	5.387834499	5.461446685	5.507646822	4.879891883	4.828558581	4.676418591	4.726080311	4.816266104	4.524939415	4.901085323	5.143218843	5.323039201	4.718392339	4.754173846	4.592231269	ENSG00000053438.7	q11.23	20	36149617	36152092	54.08	2	protein_coding	neuronatin [Source:HGNC Symbol;Acc:7860]	1	NNAT
ENSG00000054277	0	-1	0	0	6.392246148	6.497372106	6.558915574	6.784401313	7.065473	7.101550607	6.209679067	6.014036606	5.865585994	6.974793046	7.002848322	7.083178939	6.212920566	6.128167233	6.329509536	6.531395281	6.822338912	7.123224272	5.450180535	5.375471248	5.445769515	6.315448999	6.816477742	6.005816939	5.856472641	6.461977508	5.270769408	7.003861424	5.999671601	6.325696455	ENSG00000054277.8	q43	1	241753404	241840678	39.62	7	protein_coding	opsin 3 [Source:HGNC Symbol;Acc:14007]	-1	OPN3
ENSG00000075223	0	-1	0	0	7.599015665	7.588648419	7.684744607	8.058512613	8.236679972	8.153757081	7.381347484	7.068036888	7.225840009	7.949602064	7.938460378	7.91375718	6.944379023	7.490387509	7.280928129	7.987349367	7.859487871	8.116806678	6.567199456	6.364659435	6.582117568	7.375028408	7.937953849	6.982553076	6.409963323	6.640494327	6.500506566	7.855528001	7.493067938	7.467385719	ENSG00000075223.9	q21.11	7	80371854	80551675	35.82	11	protein_coding	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:HGNC Symbol;Acc:10725]	-1	SEMA3C
ENSG00000099194	0	-1	0	0	14.39318421	14.61587165	14.42462548	14.57223196	14.48495315	14.60341157	13.91836124	14.2473969	14.25612601	14.48628797	14.58866763	14.24965951	12.86792465	12.94372746	13.08474415	13.14118897	13.15724186	13.42323554	12.30423575	12.52250752	12.27281637	12.42462829	12.86916213	12.12903865	12.46408303	12.79280912	12.50973631	13.05827877	12.7375969	12.6257343	ENSG00000099194.5	q24.31	10	102106881	102124591	47.04	1	protein_coding	stearoyl-CoA desaturase (delta-9-desaturase) [Source:HGNC Symbol;Acc:10571]	1	SCD
ENSG00000099250	0	-1	0	0	8.078534331	8.013859891	8.075825738	8.271767959	8.596333607	8.579407254	7.652809811	7.707817252	7.806044015	8.318407311	8.247356561	8.310516593	7.325709428	7.605366086	7.674451965	8.262310835	8.247051346	8.546055972	7.042306189	7.050812581	6.568441884	7.690272633	7.986098968	7.316067445	6.991093437	7.004563516	6.886043623	8.191110576	7.711038729	7.741086954	ENSG00000099250.13	p11.22	10	33466420	33625190	41.34	14	protein_coding	neuropilin 1 [Source:HGNC Symbol;Acc:8004]	-1	NRP1
ENSG00000100345	0	-1	0	0	14.95807933	15.06571429	15.08451053	14.87694067	14.83856135	14.95370284	14.75696274	14.55328499	14.65079212	15.28043759	15.30359102	15.23723668	14.42421719	14.48087696	14.80498933	14.73289533	14.75418782	14.92691252	13.95350489	13.97450734	13.90916471	13.95213757	14.51995241	13.75783762	14.10288754	14.38672556	13.96347665	14.73800099	14.22633545	14.06648694	ENSG00000100345.16	q12.3	22	36677327	36784063	52.37	11	protein_coding	myosin, heavy chain 9, non-muscle [Source:HGNC Symbol;Acc:7579]	-1	MYH9
ENSG00000102043	0	-1	0	0	3.258533842	3.293337556	3.155623281	3.505123773	3.574805328	3.547283749	3.046880522	3.370294806	3.332334279	3.343721315	3.641441606	3.421876913	3.55953817	3.08380473	3.291849178	3.439334688	3.446405953	3.411788714	3.073869366	2.935556036	2.932200041	3.227155972	3.469536405	3.346900438	3.224780759	2.97862289	2.900409929	3.33769094	3.230744698	3.329105814	ENSG00000102043.11	q11.2	X	63444187	63615333	39.19	5	protein_coding	myotubularin related protein 8 [Source:HGNC Symbol;Acc:16825]	-1	MTMR8
ENSG00000105376	0	-1	0	0	4.049168299	4.249911183	4.102186576	4.667546007	4.768633865	4.6352426	4.359100643	4.648652057	4.642150933	3.977548696	4.534453302	4.45216922	3.976744171	3.658731741	4.019049162	4.008589045	3.896618941	4.050917324	3.894027499	3.753893231	3.666120923	3.691927951	3.751711289	3.625795673	4.122219316	4.037268817	4.166608792	4.082833225	3.905971487	3.690096295	ENSG00000105376.4	p13.2	19	10400657	10407454	63.95	5	protein_coding	intercellular adhesion molecule 5, telencephalin [Source:HGNC Symbol;Acc:5348]	1	ICAM5
ENSG00000105639	0	-1	0	0	5.164583797	4.861081397	5.139706953	4.603985622	5.01061574	5.060283326	5.018574169	5.01411213	4.690099155	5.140157675	5.1095342	5.478809066	5.112195519	4.95236603	5.583323025	5.520418753	5.368767148	5.414630585	4.564246754	4.476898694	4.673305975	4.884964206	4.964428887	4.490469601	5.058258924	5.512494251	4.749099895	5.041928636	4.90717367	4.911598496	ENSG00000105639.14	p13.11	19	17935589	17958880	54.93	7	protein_coding	Janus kinase 3 [Source:HGNC Symbol;Acc:6193]	-1	JAK3
ENSG00000106546	0	-1	0	0	9.974475591	9.927661115	9.987145535	10.42393159	10.88448843	10.86656781	9.45304085	9.3938103	9.390124816	10.18233428	10.26283792	10.25721817	9.050963368	9.465648823	9.44683275	10.0459588	10.11209587	10.23790081	8.519544903	8.696273525	8.439545135	9.419699956	10.09814829	9.078342823	8.658439185	8.874744266	8.525746972	10.10666801	9.586055952	9.470659885	ENSG00000106546.8	p21.1	7	17338246	17385776	34.56	5	protein_coding	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:348]	1	AHR
ENSG00000112782	0	-1	0	0	7.872087485	7.955054701	8.004628749	8.413568965	8.454887815	8.672480994	7.66114378	7.269266553	7.413871355	8.571069515	8.592593759	8.488005564	6.97816976	7.160558488	7.230780738	7.55805482	7.837999127	7.984606076	6.719151615	6.699430136	6.598569326	6.893629532	7.378807792	6.821209461	6.715839587	6.729535744	6.696225163	7.522239577	6.883019096	7.04075316	ENSG00000112782.11	p21.1	6	45868045	46048132	42.02	8	protein_coding	chloride intracellular channel 5 [Source:HGNC Symbol;Acc:13517]	-1	CLIC5
ENSG00000117983	0	-1	0	0	8.027372517	8.144599075	8.561368627	9.338662739	9.802098676	10.1422393	7.907671437	8.204263654	7.948531087	8.842914845	8.869862579	9.556224055	7.086344217	7.334175678	7.163143995	10.15823804	10.44508477	10.19470397	6.475058985	6.354437002	6.644925749	9.220369377	9.927383198	7.948103483	6.61064441	7.438355549	6.304109877	10.14754394	9.297733696	9.139650174	ENSG00000117983.13	p15.5	11	1244296	1283406	65.56	6	protein_coding	mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:7516]	1	MUC5B
ENSG00000122870	0	-1	0	0	7.181167764	7.453869442	7.649244705	7.58857004	7.757116366	7.779886149	7.149086804	6.92535005	7.007290833	7.830106413	7.73973019	7.772428966	6.815218164	6.975112641	7.046753577	7.694760787	7.525199413	7.850718579	6.388356948	6.475850419	6.2448106	6.764137844	7.463189407	6.747660378	6.436136033	6.817436081	6.605568616	7.488463188	6.853704597	6.921620965	ENSG00000122870.7	q21.1	10	60272900	60591195	37.96	3	protein_coding	bicaudal C homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19351]	1	BICC1
ENSG00000123384	0	-1	0	0	12.9962301	13.07622505	13.15683802	12.86974402	12.95519844	13.16873525	13.0909618	12.98140617	13.07130174	13.24440389	13.25472204	13.54196431	12.16296789	12.09334732	12.27719084	12.47228306	12.70824185	12.75165457	11.80498463	11.72224068	11.6375551	11.7616686	12.16709935	11.5306687	11.79242038	11.9377537	11.79279628	12.54866076	11.93901776	11.82882654	ENSG00000123384.9	q13.3	12	57522276	57607134	56.25	12	protein_coding	low density lipoprotein receptor-related protein 1 [Source:HGNC Symbol;Acc:6692]	1	LRP1
ENSG00000124782	0	-1	0	0	10.92019989	11.02265234	11.02078366	11.0572177	11.02300172	11.0916342	10.90713069	10.78769455	10.82204574	11.17788884	11.21800685	11.31700868	10.60277493	10.56198649	10.71252654	10.65514014	10.72744582	10.94495387	9.967047454	10.13608115	10.01015804	9.972717261	10.32889938	9.948845734	10.24957942	10.45737093	10.21408489	10.50562672	10.16393779	10.01996978	ENSG00000124782.15	p24.3	6	7107830	7252213	45.65	9	protein_coding	ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:10449]	1	RREB1
ENSG00000129675	0	-1	0	0	4.596714778	4.74687864	4.881215207	4.587380923	4.594277612	4.648390772	4.528696566	4.675424587	4.647723125	4.486268462	4.808062451	4.569484303	4.39869636	4.691469155	4.880841184	4.418098124	4.570995022	4.458902861	4.01321938	3.762361974	4.336854514	4.224453683	4.604357742	4.02923411	4.242879156	4.20032498	4.314979333	4.655817455	4.256928837	4.160561875	ENSG00000129675.11	q26.3	X	135747706	135864247	39.77	4	protein_coding	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 [Source:HGNC Symbol;Acc:685]	-1	ARHGEF6
ENSG00000133808	0	-1	0	0	6.538791407	6.368065509	6.586727968	7.006008552	7.245342934	7.331536571	6.375582757	6.281241081	6.169555725	7.236808798	6.823404052	7.471531028	5.924323376	5.956881331	6.051109369	6.499646894	6.74827211	6.750417359	5.687732582	5.504725945	5.196107512	6.264380244	6.336997145	5.892771631	5.414555107	5.732633457	5.491359636	6.477098813	6.245951341	6.075360564	ENSG00000133808.4	p15.3	11	12297627	12380691	42.24	3	protein_coding	MICAL C-terminal like [Source:HGNC Symbol;Acc:25933]	1	MICALCL
ENSG00000137642	0	-1	0	0	11.48389932	11.54922568	11.49465633	11.90226995	11.96886687	12.05484826	11.30243031	11.31998918	11.3085132	11.82997057	11.8787236	11.95918648	10.66981952	10.65478507	10.74040251	11.06833939	11.18520911	11.34840021	10.01144377	10.1151732	10.1091111	10.50052316	10.95151433	9.974716198	9.839687929	10.05297243	10.19760977	10.98564447	10.47533156	10.30558265	ENSG00000137642.8	q24.1	11	121322912	121504402	43.56	13	protein_coding	sortilin-related receptor, L(DLR class) A repeats containing [Source:HGNC Symbol;Acc:11185]	1	SORL1
ENSG00000146648	0	-1	0	0	9.874387006	9.998739461	9.866320477	9.863796637	9.943977336	9.939054826	9.56899548	9.595359542	9.63070687	9.880002632	9.916166177	9.898534521	9.314498367	9.583153531	9.692276906	9.689030443	9.83568397	9.963442348	8.964978138	8.801263467	8.934642544	9.075187912	9.535639451	8.834763379	8.794460179	8.908354213	8.797168325	9.653366774	9.231929092	9.055204054	ENSG00000146648.11	p11.2	7	55086714	55324313	45.08	11	protein_coding	epidermal growth factor receptor [Source:HGNC Symbol;Acc:3236]	1	EGFR
ENSG00000149177	0	-1	0	0	9.642365794	9.806861342	9.725389928	9.843146416	9.950720522	9.911385182	9.473097217	9.289742799	9.322379807	10.01957056	9.948444851	10.11206947	9.154159884	9.098962967	9.337354946	9.279802212	9.375613281	9.553656767	8.296823737	8.421168366	8.387281425	8.74532898	9.246832258	8.838990346	8.682631015	8.897843475	8.574799547	9.256688993	9.085245164	8.792577372	ENSG00000149177.8	p11.2	11	48002113	48189670	45.41	6	protein_coding	protein tyrosine phosphatase, receptor type, J [Source:HGNC Symbol;Acc:9673]	1	PTPRJ
ENSG00000152104	0	-1	0	0	5.689582234	5.591820332	5.747593783	5.915886224	5.68672381	5.774250248	5.883145619	5.504789956	5.269351871	5.989561563	5.61800219	6.277179352	5.339824933	5.166164024	5.511587013	5.64108335	5.859073332	5.980710531	5.162882802	4.870218105	4.949265471	4.978767166	5.474541717	4.614244742	5.210756568	4.756997636	5.219327577	5.682817188	5.419906651	5.45462277	ENSG00000152104.7	q41	1	214522039	214725792	41.3	5	protein_coding	protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:9647]	-1	PTPN14
